87.8316	190
99.3	4
95.5587	46
99.3	4
97.3688	16
97.403	33
99.3	4
98.21	10
97.7572	14
99.3	4
97.55	24
98.3522	23
98.4923	13
98.3091	11
95.3611	18
99.3	4
97.7593	27
97.28	5
96.5818	11
99.3	4
97.8286	7
99.3	4
97.6846	13
99.25	8
98.0125	8
97.7857	14
96.95	22
99.3	4
96.5684	19
96.004	25
96.6316	19
98.7524	21
99.2714	7
99.3	4
97.8591	22
99.2714	7
99.3	4
96.23	20
96.7583	12
99.3	4
99.2667	6
98.25	10
97.7559	34
98.45	14
99.3	4
97.3727	11
99.3	4
99.26	5
97.26	20
99.2	6
96.7583	12
99.3	4
99.2667	6
96.58	15
97.4588	17
99.1667	9
97.26	10
97.2	20
97.7429	7
97.9875	8
97.2133	30
99.3	4
96.4833	18
99.2333	6
97.32	5
98.4308	13
97.24	10
96.9692	13
98.3917	12
97.7933	15
99.3	4
99.2714	7
99.3	4
99.3	4
97.3813	16
99.3	4
99.3	4
97.5833	6
96.5273	11
98.1	18
98.4255	51
96.4143	7
99.3	4
99.2222	18
96.4611	36
98.2909	11
99.26	5
97.5667	12
97.22	10
99.26	5
99.26	5
99.3	4
95.9467	15
98.21	10
99.3	4
99.3	4
99.2143	14
97.8682	22
98.3917	12
98.6611	18
96.8769	13
99.3	4
98.375	12
97.7905	21
97.4824	17
99.2333	9
99.3	4
97.8517	29
97.6167	6
99.25	12
97.2085	70
99.22	10
96.7083	12
99.3	4
96.29	10
98.52	15
98.0529	17
99.2429	7
97.8733	15
96.1313	16
97.5833	6
97.5611	18
98.29	10
99.3	4
97.3191	21
99.24	10
97.2229	35
99.2429	7
97.7154	13
99.2556	9
98.25	10
97.3438	16
98.25	10
97.8857	7
96.22	20
96.1154	13
99.25	12
98.25	10
98.4462	13
95.1059	34
98.4556	27
99.3	4
97.4966	29
96.3857	7
99.3	4
98.3091	22
97.7571	14
97.7154	13
98.23	10
99.2667	6
99.2714	7
98.3917	12
96.95	22
99.3	4
98.4615	13
99.3	4
98.3455	11
98.29	10
96.5533	15
95.9667	6
98.1111	18
