-52672.1	6694
-53826.8	6083
-47254.9	7150
-48538.2	7419
-49532.8	6033
-56730.6	6753
-53670.2	7205
-49415.6	7677
-59983.4	6894
-54119.8	6423
-55622.8	7024
-45129	7240
-54809.8	7157
-49198.2	7171
-52952.6	7451
-50623.7	6480
-49607.8	7802
-59863.5	6997
-47924.7	7251
-49037.8	6789
-47652.3	7721
-49402.1	6847
-50937.2	6873
-47189	7399
-48564.6	6720
-46831.3	7506
-49620.7	7010
-47029.8	6942
-51448.3	7231
-46523.6	7417
-45451.6	7374
-47075.4	7103
-53066.9	7055
-47425.5	8050
-55319.7	6506
-45170.9	7724
-52926.1	6761
