62.8022	180
61.969	42
74.6506	168
75.9805	41
82.2821	156
77.6086	151
81.875	20
78.311	155
73.4707	41
79.9833	42
83.5207	29
79.3351	77
78.3818	170
83.1801	136
81.5758	66
75.9303	33
88.7857	14
88.5429	7
83.0081	37
79.0093	172
80.4095	21
83.0294	17
88.8667	6
87.3286	28
85.65	52
81.4886	35
82.2667	6
99.15	4
93.3571	14
82.35	62
77.5231	130
86.3667	63
84.5263	57
91.71	10
90.0391	23
79.981	116
81.2258	62
86.1619	42
87.7368	38
95.5333	6
98.8	4
90.9667	15
82.8092	87
85.4386	140
81.524	362
84.2104	280
86.2261	23
83.1213	300
91.06	5
86.2267	15
87.335	20
80.7759	58
81.1755	102
87.0035	115
85.76	30
83.3135	171
91.7143	7
85.1222	9
82.66	15
82.1282	71
83.1722	79
84.5773	44
83.7174	144
92.6	5
84.5828	29
88.2488	41
94.7714	7
87.8057	53
85.4892	74
86.1937	64
82.8425	233
85.3404	99
83.2756	41
87.7417	12
90.8692	13
87.9238	21
91.73	10
87.8667	21
91.6818	11
85.3677	31
92.96	5
97.7375	8
85.9618	68
88.4174	46
83.5879	108
82.5571	21
85.1915	47
87.79	50
81.9917	36
92.01	20
86.4353	17
84.9316	57
79.2806	72
75.3224	125
85.63	30
93.12	10
79.3478	23
85.3893	56
81.2432	88
80.9583	24
81.7607	28
87.0048	21
84.8772	57
95.7667	6
82.622	59
92.9917	12
82.8176	85
83.6333	42
86.0722	18
82.42	15
89.6523	65
82.9972	35
85.305	40
87.0009	113
90.8833	6
89.4205	39
88.4918	61
86.9857	14
91.788	25
81.2529	327
81.7222	45
85.88	20
83.5921	127
86.4252	95
83.2896	48
88.0729	85
87.0278	18
84.078	50
88.2	38
86.96	45
82.329	31
89.2333	27
84.4837	80
79.3871	70
89.4786	28
88.3185	65
83.3595	116
86.6574	94
84.1977	43
85.3933	45
83.8629	151
90.2471	17
87.4125	8
81.2415	234
87.6471	85
87.0143	7
82.4358	67
92.0131	23
87.1235	17
86.1101	89
98.85	4
85.1563	55
85.0978	45
81.9605	129
88.1667	15
85.9269	104
89.1333	9
81.4867	98
86.4029	35
86.7884	86
87.0619	21
86.5615	26
82.9832	191
87.2775	98
77.6345	313
76.675	20
83.3355	62
75.2497	346
89.625	12
84.4271	188
84.036	153
84.2265	68
87.1646	147
94.6572	7
97.4833	6
93.0429	14
89.8156	32
91.375	12
83.1143	7
86.0216	37
92.6458	24
85.1839	62
80.36	15
87.48	15
93.8308	13
99	4
82.6862	87
87.4143	14
87.7286	7
89.0857	7
84.2086	35
89.58	15
82.1734	30
86.0572	28
85.1133	15
91.3333	18
99.15	4
88.2529	17
93.12	35
85.6231	52
88.5833	30
87.4634	41
82.3267	90
80.9569	253
88.3421	19
85.2297	37
87.8481	135
85.4192	26
84.3633	49
84.2395	43
81.0106	368
83.7311	74
86.6214	14
83.7413	63
87.2375	16
91.04	20
90.535	20
82.7727	161
80.9198	71
86.1	8
84.9904	168
79.5839	31
83.1412	34
86.3123	155
87.4636	11
85.7677	65
88.55	20
87.7317	63
86.6333	30
85.5595	42
87.4967	30
82.3829	70
90.7812	16
88.5464	28
84.552	98
83.9964	28
82.7951	82
94.62	5
85.3727	22
82.8587	247
79.3691	81
82.5022	46
80.6033	60
85.5882	51
85.4099	141
82.146	152
83.9678	28
81.7262	80
88.0912	113
83.9171	35
81.5167	48
87.3361	36
85.6455	11
79.1673	229
87.7882	85
77.3563	405
86.084	25
84.1277	83
86.7912	68
83.0416	89
85.1429	35
87.0696	23
84.2779	77
78.7132	53
82.2296	189
80.2657	35
84.4906	32
81.4845	116
80.45	36
81.2	19
81.0746	59
87.4576	33
83.2267	15
91.2375	24
88.7358	95
84.6552	96
76.9593	27
83.041	205
85.4884	138
93.4313	16
92.825	16
97.16	5
81.7165	97
82.5024	166
92.8125	24
86.5951	41
77.7111	45
82.576	79
83.7744	43
97.7125	8
82.41	90
87.5684	19
84.1487	37
84.31	170
80.4817	109
82.6375	72
92.94	10
83.4846	13
78.0912	68
86.4422	45
90.5917	24
80.6718	39
85.975	8
97.5714	7
85.0485	136
90.4684	19
83.9375	32
91.4417	12
81.2377	143
82.0733	101
88.3824	17
89.6273	22
91.9394	33
89.2242	29
84.5579	19
81.8778	18
80.8391	92
82.6159	69
80.8673	58
91.0257	70
81.9828	157
84.5457	46
85.3296	257
89.7579	19
91.25	8
90.3857	7
85.5967	150
86.337	46
84.7457	35
80.7643	42
77.4061	33
84.0275	40
88.88	15
84.53	70
74.7762	21
78.975	112
83.8016	63
90.05	10
87.4558	43
83.0009	113
79.6	30
86.4286	35
87.1967	30
87.2263	19
82.5391	87
90.0083	12
82.5198	86
82.8115	52
83.4446	168
90.0933	15
86.5174	23
86.4288	59
83.8357	42
92.3889	9
82.6436	55
86.7793	29
83.5868	68
87.5125	8
94.4846	13
85.2109	55
80.8923	52
88.4067	15
87.8452	62
83.3741	54
89.3842	19
88.9	6
91.625	8
98.8	4
99.1	4
99.15	4
87.4783	97
74.9011	93
87.2909	33
76.0572	21
92.1286	7
82.2088	91
86.9432	74
87.6292	24
92	6
84.7125	40
87.5881	42
81.0933	313
88.9867	15
83.9695	36
89.9545	11
86.8318	107
83.4808	78
82.3275	69
88.2333	30
83.2391	87
89.4	29
87.988	83
83.1395	91
87.8822	118
86.4787	47
80.4796	54
93.5909	11
86.4333	21
81.3226	133
85.0673	162
85.72	40
78.0164	384
84.4383	60
90.4833	12
82.4863	51
87.5463	69
93.95	6
96.2857	14
79.3917	12
84.5122	41
86.9673	55
79.4579	38
89.8829	35
88.2333	51
91.3988	84
91.3	32
82.414	57
92.3	6
86.7364	22
86.1312	48
86.9519	54
87.0833	6
87.1215	65
82.2235	115
87.7977	44
88.0057	53
88.0214	14
82.7682	22
86.0767	73
86.2483	29
89.2	8
89.5257	39
86.3333	9
85.3719	32
77.8404	47
86.1798	114
81.8176	324
81.7343	35
86.2822	28
82.2347	49
92.0333	6
86.3936	63
88.1316	19
80.6578	64
82.6829	70
83.0529	17
84.52	10
86.9151	33
91.4	15
87.3591	71
83.7167	24
78.9091	22
83.0715	179
84.8228	79
92.8	5
84.8391	110
90.5881	42
76.9571	14
82.2947	19
84.4778	45
87.9324	37
91.93	10
87.67	30
86.8067	15
88.396	25
78.28	20
89.8583	12
89.3778	36
83.7463	123
79.8958	168
86.6349	212
85.3257	74
84.9843	51
86.35	8
85.491	112
79.1931	101
86.9421	76
90.8909	11
89.7417	12
98.8	4
72.1478	23
82.9842	38
88.6444	9
81.6869	237
91.7611	18
87.4099	71
85.3308	26
83.5238	63
81.0143	308
88.9357	28
83.6237	76
78.1447	141
91.325	16
75.8258	132
85.25	22
87.3591	44
84.2803	61
80.6891	147
86.4941	17
83.5895	133
