89
-5838.08
88
89.74
87.36
89.78
87.2
88.94
88.26
89.64
88.92
-27.9
89.9
-27.44
89.72
63.22
87.98
89.04
89.84
-267.5
89.48
-4310.54
69.96
89.96
48.24
89.78
-77.1
90
88.12
88.74
89.92
89.86
87.4
87.46
88.34
89.14
89.86
89.14
89.6
-142.26
89.88
-133.58
20.48
-2292.7
-113.4
87.12
89.62
87.36
89.92
88.78
89.2
72.62
89.14
86.98
89.52
89.68
88.9
-96.68
89.8
89.96
88.74
90
-7896.02
88.9
88.18
-173.14
-4834.48
88.16
-3814.86
-4279.76
90
89.96
89.7
88.94
89.68
-118.96
85.98
89.02
87.9
89.78
88.96
87.88
88.28
-137.92
89.48
-362.04
-3511.3
89.7
87.58
89.4
88.76
19.32
89.76
88.22
89.76
89.72
-306.16
87.86
89.54
88.7
